time energy_keV flux_at_tel0_#/cm2-s-str flux_at_tel90 flux_error_at_tel0 flux_error_at_tel90 alt lat lon
 2022-09-04/04:27:40 287        266.67          0.00     75.00      0.00  852.60   60.47  251.29
 2022-09-04/04:27:40 612        181.82          0.00    124.00      0.00  852.60   60.47  251.29
 2022-09-04/04:27:42  40        241.94          0.00     76.00      0.00  852.60   60.58  251.21
 2022-09-04/04:27:42 130        208.33          0.00     62.00      0.00  852.60   60.58  251.21
 2022-09-04/04:27:42 287        266.67          0.00     75.00      0.00  852.60   60.58  251.21
 2022-09-04/04:27:42 612        181.82        181.82    124.00    124.00  852.60   60.58  251.21
 2022-09-04/04:27:44  40          0.00        403.23      0.00     67.00  852.60   60.69  251.13
 2022-09-04/04:27:44 130          0.00        208.33      0.00     62.00  852.60   60.69  251.13
 2022-09-04/04:27:44 287          0.00        266.67      0.00     75.00  852.60   60.69  251.13
 2022-09-04/04:27:44 612        181.82          0.00    124.00      0.00  852.60   60.69  251.13
 2022-09-04/04:27:46  40         80.65        322.58    112.00     71.00  852.60   60.81  251.04
 2022-09-04/04:27:46 130         69.44        208.33    102.00     62.00  852.60   60.81  251.04
 2022-09-04/04:27:46 287          0.00        400.00      0.00     63.00  852.60   60.81  251.04
 2022-09-04/04:27:46 612        181.82          0.00    124.00      0.00  852.60   60.81  251.04
 2022-09-04/04:27:48  40        161.29         80.65     87.00    112.00  852.60   60.92  250.96
 2022-09-04/04:27:48 130        138.89         69.44     74.00    102.00  852.60   60.92  250.96
 2022-09-04/04:27:48 287        266.67        133.33     75.00    103.00  852.60   60.92  250.96
 2022-09-04/04:27:48 612        363.64          0.00    101.00      0.00  852.60   60.92  250.96
 2022-09-04/04:27:50  40          0.00         80.65      0.00    112.00  852.60   61.03  250.87
 2022-09-04/04:27:50 130          0.00         69.44      0.00    102.00  852.60   61.03  250.87
 2022-09-04/04:27:50 287          0.00          0.00      0.00      0.00  852.60   61.03  250.87
 2022-09-04/04:27:50 612          0.00          0.00      0.00      0.00  852.60   61.03  250.87
 2022-09-04/04:27:52  40          0.00        161.29      0.00     87.00  852.60   61.14  250.78
 2022-09-04/04:27:52 130          0.00        138.89      0.00     74.00  852.60   61.14  250.78
 2022-09-04/04:27:52 287          0.00        133.33      0.00    103.00  852.60   61.14  250.78
 2022-09-04/04:27:52 612          0.00          0.00      0.00      0.00  852.60   61.14  250.78
 2022-09-04/04:27:54  40        161.29          0.00     87.00      0.00  852.60   61.25  250.70
 2022-09-04/04:27:54 130        138.89          0.00     74.00      0.00  852.60   61.25  250.70
 2022-09-04/04:27:54 287        133.33          0.00    103.00      0.00  852.60   61.25  250.70
 2022-09-04/04:27:54 612          0.00          0.00      0.00      0.00  852.60   61.25  250.70
 2022-09-04/04:27:56  40        161.29          0.00     87.00      0.00  852.60   61.36  250.61
 2022-09-04/04:27:56 130         69.44          0.00    102.00      0.00  852.60   61.36  250.61
 2022-09-04/04:27:56 287          0.00          0.00      0.00      0.00  852.60   61.36  250.61
 2022-09-04/04:27:56 612          0.00        181.82      0.00    124.00  852.60   61.36  250.61
 2022-09-04/04:27:58  40        161.29        322.58     87.00     71.00  852.60   61.47  250.52
 2022-09-04/04:27:58 130        138.89        277.78     74.00     55.00  852.60   61.47  250.52
 2022-09-04/04:27:58 287        266.67        266.67     75.00     75.00  852.60   61.47  250.52
 2022-09-04/04:27:58 612        181.82          0.00    124.00      0.00  852.60   61.47  250.52
 2022-09-04/04:28:00  40        161.29          0.00     87.00      0.00  852.60   61.59  250.43
 2022-09-04/04:28:00 130        138.89          0.00     74.00      0.00  852.60   61.59  250.43
 2022-09-04/04:28:00 287        266.67          0.00     75.00      0.00  852.60   61.59  250.43
 2022-09-04/04:28:00 612          0.00          0.00      0.00      0.00  852.60   61.59  250.43
 2022-09-04/04:28:02  40          0.00         80.65      0.00    112.00  852.60   61.70  250.35
 2022-09-04/04:28:02 130          0.00         69.44      0.00    102.00  852.60   61.70  250.35
 2022-09-04/04:28:02 287          0.00          0.00      0.00      0.00  852.60   61.70  250.35
 2022-09-04/04:28:02 612          0.00          0.00      0.00      0.00  852.60   61.70  250.35
 2022-09-04/04:28:04  40          0.00          0.00      0.00      0.00  852.70   61.81  250.26
 2022-09-04/04:28:04 130          0.00          0.00      0.00      0.00  852.70   61.81  250.26
 2022-09-04/04:28:04 287          0.00          0.00      0.00      0.00  852.70   61.81  250.26
 2022-09-04/04:28:04 612          0.00          0.00      0.00      0.00  852.70   61.81  250.26
 2022-09-04/04:28:06  40         80.65          0.00    112.00      0.00  852.70   61.92  250.16
 2022-09-04/04:28:06 130         69.44          0.00    102.00      0.00  852.70   61.92  250.16
 2022-09-04/04:28:06 287        133.33          0.00    103.00      0.00  852.70   61.92  250.16
 2022-09-04/04:28:06 612          0.00        181.82      0.00    124.00  852.70   61.92  250.16
 2022-09-04/04:28:08  40         80.65        241.94    112.00     76.00  852.70   62.03  250.07
 2022-09-04/04:28:08 130         69.44        138.89    102.00     74.00  852.70   62.03  250.07
 2022-09-04/04:28:08 287          0.00        266.67      0.00     75.00  852.70   62.03  250.07
 2022-09-04/04:28:08 612        181.82        181.82    124.00    124.00  852.70   62.03  250.07
 2022-09-04/04:28:10  40        241.94          0.00     76.00      0.00  852.70   62.14  249.98
 2022-09-04/04:28:10 130        208.33          0.00     62.00      0.00  852.70   62.14  249.98
 2022-09-04/04:28:10 287        266.67          0.00     75.00      0.00  852.70   62.14  249.98
 2022-09-04/04:28:10 612          0.00          0.00      0.00      0.00  852.70   62.14  249.98
 2022-09-04/04:28:12  40         80.65         80.65    112.00    112.00  852.70   62.25  249.89
 2022-09-04/04:28:12 130         69.44         69.44    102.00    102.00  852.70   62.25  249.89
 2022-09-04/04:28:12 287          0.00        133.33      0.00    103.00  852.70   62.25  249.89
 2022-09-04/04:28:12 612          0.00          0.00      0.00      0.00  852.70   62.25  249.89
 2022-09-04/04:28:14  40        241.94          0.00     76.00      0.00  852.70   62.36  249.80
 2022-09-04/04:28:14 130        208.33          0.00     62.00      0.00  852.70   62.36  249.80
 2022-09-04/04:28:14 287        266.67          0.00     75.00      0.00  852.70   62.36  249.80
 2022-09-04/04:28:14 612        363.64          0.00    101.00      0.00  852.70   62.36  249.80
 2022-09-04/04:28:16  40        161.29        403.23     87.00     67.00  852.70   62.47  249.71
 2022-09-04/04:28:16 130         69.44        277.78    102.00     55.00  852.70   62.47  249.71
 2022-09-04/04:28:16 287        133.33          0.00    103.00      0.00  852.70   62.47  249.71
 2022-09-04/04:28:16 612          0.00          0.00      0.00      0.00  852.70   62.47  249.71
 2022-09-04/04:28:18  40        161.29        564.52     87.00     63.00  852.70   62.59  249.61
 2022-09-04/04:28:18 130          0.00         69.44      0.00    102.00  852.70   62.59  249.61
 2022-09-04/04:28:18 287          0.00          0.00      0.00      0.00  852.70   62.59  249.61
 2022-09-04/04:28:18 612        181.82        181.82    124.00    124.00  852.70   62.59  249.61
 2022-09-04/04:28:20  40        645.16        725.81     61.00     60.00  852.70   62.70  249.52
 2022-09-04/04:28:20 130         69.44          0.00    102.00      0.00  852.70   62.70  249.52
 2022-09-04/04:28:20 287        133.33          0.00    103.00      0.00  852.70   62.70  249.52
 2022-09-04/04:28:20 612          0.00          0.00      0.00      0.00  852.70   62.70  249.52
 2022-09-04/04:28:22  40       1209.68        564.52     56.00     63.00  852.70   62.81  249.42
 2022-09-04/04:28:22 130         69.44          0.00    102.00      0.00  852.70   62.81  249.42
 2022-09-04/04:28:22 287          0.00          0.00      0.00      0.00  852.70   62.81  249.42
 2022-09-04/04:28:22 612          0.00          0.00      0.00      0.00  852.70   62.81  249.42
 2022-09-04/04:28:24  40       1693.55       1048.39     55.00     57.00  852.70   62.92  249.33
 2022-09-04/04:28:24 130         69.44          0.00    102.00      0.00  852.70   62.92  249.33
 2022-09-04/04:28:24 287          0.00          0.00      0.00      0.00  852.70   62.92  249.33
 2022-09-04/04:28:24 612          0.00          0.00      0.00      0.00  852.70   62.92  249.33
 2022-09-04/04:28:26  40       1370.97        645.16     56.00     61.00  852.70   63.03  249.23
 2022-09-04/04:28:26 130         69.44         69.44    102.00    102.00  852.70   63.03  249.23
 2022-09-04/04:28:26 287          0.00          0.00      0.00      0.00  852.70   63.03  249.23
 2022-09-04/04:28:26 612        181.82          0.00    124.00      0.00  852.70   63.03  249.23
 2022-09-04/04:28:28  40        403.23        806.45     67.00     59.00  852.70   63.14  249.13
 2022-09-04/04:28:28 130         69.44        277.78    102.00     55.00  852.70   63.14  249.13
 2022-09-04/04:28:28 287          0.00        266.67      0.00     75.00  852.70   63.14  249.13
 2022-09-04/04:28:28 612          0.00          0.00      0.00      0.00  852.70   63.14  249.13
 2022-09-04/04:28:30  40        322.58        483.87     71.00     65.00  852.70   63.25  249.03
 2022-09-04/04:28:30 130          0.00        208.33      0.00     62.00  852.70   63.25  249.03
 2022-09-04/04:28:30 287          0.00        266.67      0.00     75.00  852.70   63.25  249.03
 2022-09-04/04:28:30 612        181.82        181.82    124.00    124.00  852.70   63.25  249.03
 2022-09-04/04:28:32  40        403.23        161.29     67.00     87.00  852.70   63.36  248.94
 2022-09-04/04:28:32 130        138.89          0.00     74.00      0.00  852.70   63.36  248.94
 2022-09-04/04:28:32 287        133.33          0.00    103.00      0.00  852.70   63.36  248.94
 2022-09-04/04:28:32 612        181.82          0.00    124.00      0.00  852.70   63.36  248.94
 2022-09-04/04:28:34  40        403.23        725.81     67.00     60.00  852.80   63.47  248.84
 2022-09-04/04:28:34 130        208.33        277.78     62.00     55.00  852.80   63.47  248.84
 2022-09-04/04:28:34 287        133.33        133.33    103.00    103.00  852.80   63.47  248.84
 2022-09-04/04:28:34 612          0.00        181.82      0.00    124.00  852.80   63.47  248.84
 2022-09-04/04:28:36  40         80.65        241.94    112.00     76.00  852.80   63.58  248.74
 2022-09-04/04:28:36 130          0.00        138.89      0.00     74.00  852.80   63.58  248.74
 2022-09-04/04:28:36 287          0.00        266.67      0.00     75.00  852.80   63.58  248.74
 2022-09-04/04:28:36 612          0.00        181.82      0.00    124.00  852.80   63.58  248.74
 2022-09-04/04:28:38  40        322.58        806.45     71.00     59.00  852.80   63.69  248.64
 2022-09-04/04:28:38 130        138.89        486.11     74.00     44.00  852.80   63.69  248.64
 2022-09-04/04:28:38 287          0.00        400.00      0.00     63.00  852.80   63.69  248.64
 2022-09-04/04:28:38 612          0.00          0.00      0.00      0.00  852.80   63.69  248.64
 2022-09-04/04:28:40  40         80.65        403.23    112.00     67.00  852.80   63.80  248.54
 2022-09-04/04:28:40 130          0.00          0.00      0.00      0.00  852.80   63.80  248.54
 2022-09-04/04:28:40 287          0.00          0.00      0.00      0.00  852.80   63.80  248.54
 2022-09-04/04:28:40 612        181.82          0.00    124.00      0.00  852.80   63.80  248.54
 2022-09-04/04:28:42  40        241.94        564.52     76.00     63.00  852.80   63.91  248.43
 2022-09-04/04:28:42 130          0.00         69.44      0.00    102.00  852.80   63.91  248.43
 2022-09-04/04:28:42 287          0.00          0.00      0.00      0.00  852.80   63.91  248.43
 2022-09-04/04:28:42 612          0.00          0.00      0.00      0.00  852.80   63.91  248.43
 2022-09-04/04:28:44  40        564.52        967.74     63.00     58.00  852.80   64.02  248.33
 2022-09-04/04:28:44 130         69.44        208.33    102.00     62.00  852.80   64.02  248.33
 2022-09-04/04:28:44 287        133.33        266.67    103.00     75.00  852.80   64.02  248.33
 2022-09-04/04:28:44 612          0.00        545.45      0.00     93.00  852.80   64.02  248.33
 2022-09-04/04:28:46  40        403.23        645.16     67.00     61.00  852.80   64.13  248.23
 2022-09-04/04:28:46 130         69.44         69.44    102.00    102.00  852.80   64.13  248.23
 2022-09-04/04:28:46 287        133.33        133.33    103.00    103.00  852.80   64.13  248.23
 2022-09-04/04:28:46 612          0.00          0.00      0.00      0.00  852.80   64.13  248.23
 2022-09-04/04:28:48  40        967.74        806.45     58.00     59.00  852.80   64.24  248.12
 2022-09-04/04:28:48 130         69.44        138.89    102.00     74.00  852.80   64.24  248.12
 2022-09-04/04:28:48 287        133.33        133.33    103.00    103.00  852.80   64.24  248.12
 2022-09-04/04:28:48 612          0.00          0.00      0.00      0.00  852.80   64.24  248.12
 2022-09-04/04:28:50  40        967.74       1370.97     58.00     56.00  852.80   64.35  248.02
 2022-09-04/04:28:50 130          0.00        208.33      0.00     62.00  852.80   64.35  248.02
 2022-09-04/04:28:50 287          0.00          0.00      0.00      0.00  852.80   64.35  248.02
 2022-09-04/04:28:50 612          0.00          0.00      0.00      0.00  852.80   64.35  248.02
 2022-09-04/04:28:52  40        645.16       1370.97     61.00     56.00  852.80   64.46  247.91
 2022-09-04/04:28:52 130        208.33         69.44     62.00    102.00  852.80   64.46  247.91
 2022-09-04/04:28:52 287        266.67          0.00     75.00      0.00  852.80   64.46  247.91
 2022-09-04/04:28:52 612          0.00          0.00      0.00      0.00  852.80   64.46  247.91
 2022-09-04/04:28:54  40       1209.68       1370.97     56.00     56.00  852.80   64.57  247.80
 2022-09-04/04:28:54 130         69.44        138.89    102.00     74.00  852.80   64.57  247.80
 2022-09-04/04:28:54 287          0.00          0.00      0.00      0.00  852.80   64.57  247.80
 2022-09-04/04:28:54 612          0.00          0.00      0.00      0.00  852.80   64.57  247.80
 2022-09-04/04:28:56  40       1451.61       2419.35     55.00     53.00  852.80   64.68  247.70
 2022-09-04/04:28:56 130         69.44        138.89    102.00     74.00  852.80   64.68  247.70
 2022-09-04/04:28:56 287        133.33        133.33    103.00    103.00  852.80   64.68  247.70
 2022-09-04/04:28:56 612          0.00        363.64      0.00    101.00  852.80   64.68  247.70
 2022-09-04/04:28:58  40       2096.77       1774.19     54.00     54.00  852.80   64.79  247.59
 2022-09-04/04:28:58 130        138.89        347.22     74.00     50.00  852.80   64.79  247.59
 2022-09-04/04:28:58 287          0.00        133.33      0.00    103.00  852.80   64.79  247.59
 2022-09-04/04:28:58 612          0.00          0.00      0.00      0.00  852.80   64.79  247.59
 2022-09-04/04:29:00  40       1854.84       1935.48     54.00     54.00  852.80   64.90  247.48
 2022-09-04/04:29:00 130        277.78        208.33     55.00     62.00  852.80   64.90  247.48
 2022-09-04/04:29:00 287          0.00        133.33      0.00    103.00  852.80   64.90  247.48
 2022-09-04/04:29:00 612        181.82        181.82    124.00    124.00  852.80   64.90  247.48
 2022-09-04/04:29:02  40       2943.55       2419.35     53.00     53.00  852.80   65.01  247.37
 2022-09-04/04:29:02 130        347.22         69.44     50.00    102.00  852.80   65.01  247.37
 2022-09-04/04:29:02 287        133.33          0.00    103.00      0.00  852.80   65.01  247.37
 2022-09-04/04:29:02 612          0.00        181.82      0.00    124.00  852.80   65.01  247.37
 2022-09-04/04:29:04  40       1532.26       1290.32     55.00     56.00  852.80   65.12  247.26
 2022-09-04/04:29:04 130        277.78         69.44     55.00    102.00  852.80   65.12  247.26
 2022-09-04/04:29:04 287        266.67          0.00     75.00      0.00  852.80   65.12  247.26
 2022-09-04/04:29:04 612          0.00          0.00      0.00      0.00  852.80   65.12  247.26
 2022-09-04/04:29:06  40       2419.35       2500.00     53.00     53.00  852.80   65.23  247.15
 2022-09-04/04:29:06 130        138.89         69.44     74.00    102.00  852.80   65.23  247.15
 2022-09-04/04:29:06 287        266.67          0.00     75.00      0.00  852.80   65.23  247.15
 2022-09-04/04:29:06 612          0.00          0.00      0.00      0.00  852.80   65.23  247.15
 2022-09-04/04:29:08  40       2338.71       1693.55     53.00     55.00  852.80   65.34  247.04
 2022-09-04/04:29:08 130          0.00          0.00      0.00      0.00  852.80   65.34  247.04
 2022-09-04/04:29:08 287          0.00          0.00      0.00      0.00  852.80   65.34  247.04
 2022-09-04/04:29:08 612          0.00        181.82      0.00    124.00  852.80   65.34  247.04
 2022-09-04/04:29:10  40       1774.19       3911.29     54.00     52.00  852.90   65.45  246.92
 2022-09-04/04:29:10 130         69.44        277.78    102.00     55.00  852.90   65.45  246.92
 2022-09-04/04:29:10 287        133.33        133.33    103.00    103.00  852.90   65.45  246.92
 2022-09-04/04:29:10 612        181.82          0.00    124.00      0.00  852.90   65.45  246.92
 2022-09-04/04:29:12  40       2338.71       2580.65     53.00     53.00  852.90   65.56  246.81
 2022-09-04/04:29:12 130          0.00        277.78      0.00     55.00  852.90   65.56  246.81
 2022-09-04/04:29:12 287          0.00          0.00      0.00      0.00  852.90   65.56  246.81
 2022-09-04/04:29:12 612        181.82          0.00    124.00      0.00  852.90   65.56  246.81
 2022-09-04/04:29:14  40       3266.13       4072.58     52.00     52.00  852.90   65.67  246.69
 2022-09-04/04:29:14 130        208.33        416.67     62.00     46.00  852.90   65.67  246.69
 2022-09-04/04:29:14 287          0.00        400.00      0.00     63.00  852.90   65.67  246.69
 2022-09-04/04:29:14 612        181.82          0.00    124.00      0.00  852.90   65.67  246.69
 2022-09-04/04:29:16  40       2782.26       1854.84     53.00     54.00  852.90   65.78  246.58
 2022-09-04/04:29:16 130        277.78        138.89     55.00     74.00  852.90   65.78  246.58
 2022-09-04/04:29:16 287        400.00        133.33     63.00    103.00  852.90   65.78  246.58
 2022-09-04/04:29:16 612          0.00        181.82      0.00    124.00  852.90   65.78  246.58
 2022-09-04/04:29:18  40       1693.55       2419.35     55.00     53.00  852.90   65.88  246.46
 2022-09-04/04:29:18 130        138.89        416.67     74.00     46.00  852.90   65.88  246.46
 2022-09-04/04:29:18 287          0.00        400.00      0.00     63.00  852.90   65.88  246.46
 2022-09-04/04:29:18 612          0.00          0.00      0.00      0.00  852.90   65.88  246.46
 2022-09-04/04:29:20  40       2338.71       1290.32     53.00     56.00  852.90   65.99  246.34
 2022-09-04/04:29:20 130        277.78        138.89     55.00     74.00  852.90   65.99  246.34
 2022-09-04/04:29:20 287        133.33        133.33    103.00    103.00  852.90   65.99  246.34
 2022-09-04/04:29:20 612          0.00        181.82      0.00    124.00  852.90   65.99  246.34
 2022-09-04/04:29:22  40       1935.48       2338.71     54.00     53.00  852.90   66.10  246.22
 2022-09-04/04:29:22 130         69.44        138.89    102.00     74.00  852.90   66.10  246.22
 2022-09-04/04:29:22 287          0.00        133.33      0.00    103.00  852.90   66.10  246.22
 2022-09-04/04:29:22 612          0.00          0.00      0.00      0.00  852.90   66.10  246.22
 2022-09-04/04:29:24  40       1935.48       1693.55     54.00     55.00  852.90   66.21  246.10
 2022-09-04/04:29:24 130        138.89         69.44     74.00    102.00  852.90   66.21  246.10
 2022-09-04/04:29:24 287        133.33          0.00    103.00      0.00  852.90   66.21  246.10
 2022-09-04/04:29:24 612          0.00        181.82      0.00    124.00  852.90   66.21  246.10
 2022-09-04/04:29:26  40       1693.55       1290.32     55.00     56.00  852.90   66.32  245.98
 2022-09-04/04:29:26 130         69.44        138.89    102.00     74.00  852.90   66.32  245.98
 2022-09-04/04:29:26 287        133.33        266.67    103.00     75.00  852.90   66.32  245.98
 2022-09-04/04:29:26 612        181.82        181.82    124.00    124.00  852.90   66.32  245.98
 2022-09-04/04:29:28  40       2096.77       1612.90     54.00     55.00  852.90   66.43  245.86
 2022-09-04/04:29:28 130         69.44        138.89    102.00     74.00  852.90   66.43  245.86
 2022-09-04/04:29:28 287        133.33        133.33    103.00    103.00  852.90   66.43  245.86
 2022-09-04/04:29:28 612        181.82          0.00    124.00      0.00  852.90   66.43  245.86
 2022-09-04/04:29:30  40        725.81        564.52     60.00     63.00  852.90   66.54  245.74
 2022-09-04/04:29:30 130         69.44        138.89    102.00     74.00  852.90   66.54  245.74
 2022-09-04/04:29:30 287        133.33        133.33    103.00    103.00  852.90   66.54  245.74
 2022-09-04/04:29:30 612        363.64          0.00    101.00      0.00  852.90   66.54  245.74
 2022-09-04/04:29:32  40        887.10       2338.71     58.00     53.00  852.90   66.64  245.62
 2022-09-04/04:29:32 130         69.44        347.22    102.00     50.00  852.90   66.64  245.62
 2022-09-04/04:29:32 287          0.00        133.33      0.00    103.00  852.90   66.64  245.62
 2022-09-04/04:29:32 612          0.00          0.00      0.00      0.00  852.90   66.64  245.62
 2022-09-04/04:29:34  40       1129.03       2580.65     57.00     53.00  852.90   66.75  245.49
 2022-09-04/04:29:34 130        277.78        625.00     55.00     40.00  852.90   66.75  245.49
 2022-09-04/04:29:34 287        400.00        666.67     63.00     51.00  852.90   66.75  245.49
 2022-09-04/04:29:34 612          0.00          0.00      0.00      0.00  852.90   66.75  245.49
 2022-09-04/04:29:36  40       1774.19       2782.26     54.00     53.00  852.90   66.86  245.37
 2022-09-04/04:29:36 130         69.44        277.78    102.00     55.00  852.90   66.86  245.37
 2022-09-04/04:29:36 287        133.33        266.67    103.00     75.00  852.90   66.86  245.37
 2022-09-04/04:29:36 612          0.00        363.64      0.00    101.00  852.90   66.86  245.37
 2022-09-04/04:29:38  40        887.10       1209.68     58.00     56.00  852.90   66.97  245.24
 2022-09-04/04:29:38 130        208.33        208.33     62.00     62.00  852.90   66.97  245.24
 2022-09-04/04:29:38 287        266.67        133.33     75.00    103.00  852.90   66.97  245.24
 2022-09-04/04:29:38 612          0.00          0.00      0.00      0.00  852.90   66.97  245.24
 2022-09-04/04:29:40  40       1935.48       1209.68     54.00     56.00  852.90   67.08  245.11
 2022-09-04/04:29:40 130         69.44        138.89    102.00     74.00  852.90   67.08  245.11
 2022-09-04/04:29:40 287          0.00        266.67      0.00     75.00  852.90   67.08  245.11
 2022-09-04/04:29:40 612          0.00          0.00      0.00      0.00  852.90   67.08  245.11
 2022-09-04/04:29:42  40       1532.26       3104.84     55.00     53.00  852.90   67.19  244.98
 2022-09-04/04:29:42 130        138.89        208.33     74.00     62.00  852.90   67.19  244.98
 2022-09-04/04:29:42 287        133.33        133.33    103.00    103.00  852.90   67.19  244.98
 2022-09-04/04:29:42 612          0.00          0.00      0.00      0.00  852.90   67.19  244.98
 2022-09-04/04:29:44  40       1370.97       1209.68     56.00     56.00  852.90   67.29  244.85
 2022-09-04/04:29:44 130        208.33        208.33     62.00     62.00  852.90   67.29  244.85
 2022-09-04/04:29:44 287        266.67          0.00     75.00      0.00  852.90   67.29  244.85
 2022-09-04/04:29:44 612          0.00          0.00      0.00      0.00  852.90   67.29  244.85
 2022-09-04/04:29:46  40        887.10       1290.32     58.00     56.00  852.90   67.40  244.72
 2022-09-04/04:29:46 130         69.44        277.78    102.00     55.00  852.90   67.40  244.72
 2022-09-04/04:29:46 287          0.00        400.00      0.00     63.00  852.90   67.40  244.72
 2022-09-04/04:29:46 612        181.82          0.00    124.00      0.00  852.90   67.40  244.72
 2022-09-04/04:29:48  40       1532.26        806.45     55.00     59.00  853.00   67.51  244.59
 2022-09-04/04:29:48 130          0.00          0.00      0.00      0.00  853.00   67.51  244.59
 2022-09-04/04:29:48 287          0.00          0.00      0.00      0.00  853.00   67.51  244.59
 2022-09-04/04:29:48 612        181.82          0.00    124.00      0.00  853.00   67.51  244.59
 2022-09-04/04:29:50  40       1290.32       1451.61     56.00     55.00  853.00   67.62  244.46
 2022-09-04/04:29:50 130        277.78         69.44     55.00    102.00  853.00   67.62  244.46
 2022-09-04/04:29:50 287        133.33          0.00    103.00      0.00  853.00   67.62  244.46
 2022-09-04/04:29:50 612          0.00          0.00      0.00      0.00  853.00   67.62  244.46
 2022-09-04/04:29:52  40       1854.84       1451.61     54.00     55.00  853.00   67.72  244.32
 2022-09-04/04:29:52 130        138.89         69.44     74.00    102.00  853.00   67.72  244.32
 2022-09-04/04:29:52 287        133.33          0.00    103.00      0.00  853.00   67.72  244.32
 2022-09-04/04:29:52 612        181.82          0.00    124.00      0.00  853.00   67.72  244.32
 2022-09-04/04:29:54  40        725.81       1290.32     60.00     56.00  853.00   67.83  244.19
 2022-09-04/04:29:54 130        138.89         69.44     74.00    102.00  853.00   67.83  244.19
 2022-09-04/04:29:54 287          0.00        133.33      0.00    103.00  853.00   67.83  244.19
 2022-09-04/04:29:54 612        181.82        181.82    124.00    124.00  853.00   67.83  244.19
 2022-09-04/04:29:56  40       1048.39       1774.19     57.00     54.00  853.00   67.94  244.05
 2022-09-04/04:29:56 130         69.44        208.33    102.00     62.00  853.00   67.94  244.05
 2022-09-04/04:29:56 287          0.00          0.00      0.00      0.00  853.00   67.94  244.05
 2022-09-04/04:29:56 612          0.00        181.82      0.00    124.00  853.00   67.94  244.05
 2022-09-04/04:29:58  40       1370.97       1451.61     56.00     55.00  853.00   68.05  243.91
 2022-09-04/04:29:58 130         69.44        138.89    102.00     74.00  853.00   68.05  243.91
 2022-09-04/04:29:58 287        133.33        133.33    103.00    103.00  853.00   68.05  243.91
 2022-09-04/04:29:58 612          0.00        363.64      0.00    101.00  853.00   68.05  243.91
